disease	category	color	DiseaseName
I78	Circulatory system	#A1CE5E	Diseases of capillaries
I79	Circulatory system	#A1CE5E	Disord of art, arterioles and capilare in dis classd elswhr
I80	Circulatory system	#A1CE5E	Phlebitis and thrombophlebitis
I81	Circulatory system	#A1CE5E	Portal vein thrombosis
I82	Circulatory system	#A1CE5E	Other venous embolism and thrombosis
I83	Circulatory system	#A1CE5E	Varicose veins of lower extremities
I84	Circulatory system	#A1CE5E	NA
I85	Circulatory system	#A1CE5E	Esophageal varices
I86	Circulatory system	#A1CE5E	Varicose veins of other sites
I87	Circulatory system	#A1CE5E	Other disorders of veins
I88	Circulatory system	#A1CE5E	Nonspecific lymphadenitis
I89	Circulatory system	#A1CE5E	Oth noninfective disorders of lymphatic vessels and nodes
I90	Circulatory system	#A1CE5E	NA
I91	Circulatory system	#A1CE5E	NA
I92	Circulatory system	#A1CE5E	NA
I93	Circulatory system	#A1CE5E	NA
I94	Circulatory system	#A1CE5E	NA
I95	Circulatory system	#A1CE5E	Hypotension
I96	Circulatory system	#A1CE5E	Gangrene, not elsewhere classified
I97	Circulatory system	#A1CE5E	Intraop and postproc comp and disorders of circ sys, NEC
I98	Circulatory system	#A1CE5E	NA
I99	Circulatory system	#A1CE5E	Other and unspecified disorders of circulatory system
J00	Respiratory system	#1A86A8	Acute nasopharyngitis [common cold]
J01	Respiratory system	#1A86A8	Acute sinusitis
J02	Respiratory system	#1A86A8	Acute pharyngitis
J03	Respiratory system	#1A86A8	Acute tonsillitis
J04	Respiratory system	#1A86A8	Acute laryngitis and tracheitis
J05	Respiratory system	#1A86A8	Acute obstructive laryngitis [croup] and epiglottitis
J06	Respiratory system	#1A86A8	Acute upper resp infections of multiple and unsp sites
J07	Respiratory system	#1A86A8	NA
J08	Respiratory system	#1A86A8	NA
J09	Respiratory system	#1A86A8	Influenza due to certain identified influenza viruses
J10	Respiratory system	#1A86A8	Influenza due to other identified influenza virus
J11	Respiratory system	#1A86A8	Influenza due to unidentified influenza virus
J12	Respiratory system	#1A86A8	Viral pneumonia, not elsewhere classified
J13	Respiratory system	#1A86A8	Pneumonia due to Streptococcus pneumoniae
J14	Respiratory system	#1A86A8	Pneumonia due to Hemophilus influenzae
J15	Respiratory system	#1A86A8	Bacterial pneumonia, not elsewhere classified
J16	Respiratory system	#1A86A8	Pneumonia due to oth infectious organisms, NEC
J17	Respiratory system	#1A86A8	Pneumonia in diseases classified elsewhere
J18	Respiratory system	#1A86A8	Pneumonia, unspecified organism
J19	Respiratory system	#1A86A8	NA
J20	Respiratory system	#1A86A8	Acute bronchitis
J21	Respiratory system	#1A86A8	Acute bronchiolitis
J22	Respiratory system	#1A86A8	Unspecified acute lower respiratory infection
J23	Respiratory system	#1A86A8	NA
J24	Respiratory system	#1A86A8	NA
J25	Respiratory system	#1A86A8	NA
J26	Respiratory system	#1A86A8	NA
J27	Respiratory system	#1A86A8	NA
J28	Respiratory system	#1A86A8	NA
J29	Respiratory system	#1A86A8	NA
J30	Respiratory system	#1A86A8	Vasomotor and allergic rhinitis
J31	Respiratory system	#1A86A8	Chronic rhinitis, nasopharyngitis and pharyngitis
J32	Respiratory system	#1A86A8	Chronic sinusitis
J33	Respiratory system	#1A86A8	Nasal polyp
J34	Respiratory system	#1A86A8	Other and unspecified disorders of nose and nasal sinuses
J35	Respiratory system	#1A86A8	Chronic diseases of tonsils and adenoids
J36	Respiratory system	#1A86A8	Peritonsillar abscess
J37	Respiratory system	#1A86A8	Chronic laryngitis and laryngotracheitis
J38	Respiratory system	#1A86A8	Diseases of vocal cords and larynx, not elsewhere classified Diseases of vocal cords and larynx, not elsewhere classified
J39	Respiratory system	#1A86A8	Other diseases of upper respiratory tract
J40	Respiratory system	#1A86A8	Bronchitis, not specified as acute or chronic
J41	Respiratory system	#1A86A8	Simple and mucopurulent chronic bronchitis
J42	Respiratory system	#1A86A8	Unspecified chronic bronchitis
J43	Respiratory system	#1A86A8	Emphysema
J44	Respiratory system	#1A86A8	Other chronic obstructive pulmonary disease
J45	Respiratory system	#1A86A8	Asthma
J46	Respiratory system	#1A86A8	NA
J47	Respiratory system	#1A86A8	Bronchiectasis
J48	Respiratory system	#1A86A8	NA
J49	Respiratory system	#1A86A8	NA
J50	Respiratory system	#1A86A8	NA
J51	Respiratory system	#1A86A8	NA
J52	Respiratory system	#1A86A8	NA
J53	Respiratory system	#1A86A8	NA
J54	Respiratory system	#1A86A8	NA
J55	Respiratory system	#1A86A8	NA
J56	Respiratory system	#1A86A8	NA
J57	Respiratory system	#1A86A8	NA
J58	Respiratory system	#1A86A8	NA
J59	Respiratory system	#1A86A8	NA
J60	Respiratory system	#1A86A8	Coalworker's pneumoconiosis
J61	Respiratory system	#1A86A8	Pneumoconiosis due to asbestos and other mineral fibers
J62	Respiratory system	#1A86A8	Pneumoconiosis due to dust containing silica
J63	Respiratory system	#1A86A8	Pneumoconiosis due to other inorganic dusts
J64	Respiratory system	#1A86A8	Unspecified pneumoconiosis
J65	Respiratory system	#1A86A8	Pneumoconiosis associated with tuberculosis
J66	Respiratory system	#1A86A8	Airway disease due to specific organic dust
J67	Respiratory system	#1A86A8	Hypersensitivity pneumonitis due to organic dust
J68	Respiratory system	#1A86A8	Resp cond d/t inhalation of chemicals, gas, fumes and vapors Respiratory conditions due to inhalation of chemicals, gases, fumes and vapors
J69	Respiratory system	#1A86A8	Pneumonitis due to solids and liquids
J70	Respiratory system	#1A86A8	Respiratory conditions due to other external agents
J71	Respiratory system	#1A86A8	NA
J72	Respiratory system	#1A86A8	NA
J73	Respiratory system	#1A86A8	NA
J74	Respiratory system	#1A86A8	NA
J75	Respiratory system	#1A86A8	NA
J76	Respiratory system	#1A86A8	NA
J77	Respiratory system	#1A86A8	NA
J78	Respiratory system	#1A86A8	NA
J79	Respiratory system	#1A86A8	NA
J80	Respiratory system	#1A86A8	Acute respiratory distress syndrome
J81	Respiratory system	#1A86A8	Pulmonary edema
J82	Respiratory system	#1A86A8	Pulmonary eosinophilia, not elsewhere classified
J83	Respiratory system	#1A86A8	NA
J84	Respiratory system	#1A86A8	Other interstitial pulmonary diseases
J85	Respiratory system	#1A86A8	Abscess of lung and mediastinum
J86	Respiratory system	#1A86A8	Pyothorax
J87	Respiratory system	#1A86A8	NA
J88	Respiratory system	#1A86A8	NA
J89	Respiratory system	#1A86A8	NA
J90	Respiratory system	#1A86A8	Pleural effusion, not elsewhere classified
J91	Respiratory system	#1A86A8	Pleural effusion in conditions classified elsewhere
J92	Respiratory system	#1A86A8	Pleural plaque
J93	Respiratory system	#1A86A8	Pneumothorax and air leak
J94	Respiratory system	#1A86A8	Other pleural conditions
J95	Respiratory system	#1A86A8	Intraop and postproc comp and disorders of resp sys, NEC
J96	Respiratory system	#1A86A8	Respiratory failure, not elsewhere classified
J97	Respiratory system	#1A86A8	NA
J98	Respiratory system	#1A86A8	Other respiratory disorders
J99	Respiratory system	#1A86A8	Respiratory disorders in diseases classified elsewhere
K00	Digestive system	#00619C	Disorders of tooth development and eruption
K01	Digestive system	#00619C	Embedded and impacted teeth
K02	Digestive system	#00619C	Dental caries
K03	Digestive system	#00619C	Other diseases of hard tissues of teeth
K04	Digestive system	#00619C	Diseases of pulp and periapical tissues
K05	Digestive system	#00619C	Gingivitis and periodontal diseases
K06	Digestive system	#00619C	Other disorders of gingiva and edentulous alveolar ridge
K07	Digestive system	#00619C	NA
K08	Digestive system	#00619C	Other disorders of teeth and supporting structures
K09	Digestive system	#00619C	Cysts of oral region, not elsewhere classified
K10	Digestive system	#00619C	NA
K11	Digestive system	#00619C	Diseases of salivary glands
K12	Digestive system	#00619C	Stomatitis and related lesions
K13	Digestive system	#00619C	Other diseases of lip and oral mucosa
K14	Digestive system	#00619C	Diseases of tongue
K15	Digestive system	#00619C	NA
K16	Digestive system	#00619C	NA
K17	Digestive system	#00619C	NA
K18	Digestive system	#00619C	NA
K19	Digestive system	#00619C	NA
K20	Digestive system	#00619C	Esophagitis
K21	Digestive system	#00619C	Gastro-esophageal reflux disease
K22	Digestive system	#00619C	Other diseases of esophagus
K23	Digestive system	#00619C	Disorders of esophagus in diseases classified elsewhere
K24	Digestive system	#00619C	NA
K25	Digestive system	#00619C	Gastric ulcer
K26	Digestive system	#00619C	Duodenal ulcer
K27	Digestive system	#00619C	Peptic ulcer, site unspecified
K28	Digestive system	#00619C	Gastrojejunal ulcer
K29	Digestive system	#00619C	Gastritis and duodenitis
K30	Digestive system	#00619C	Functional dyspepsia
K31	Digestive system	#00619C	Other diseases of stomach and duodenum
K32	Digestive system	#00619C	NA
K33	Digestive system	#00619C	NA
K34	Digestive system	#00619C	NA
K35	Digestive system	#00619C	Acute appendicitis
K36	Digestive system	#00619C	Other appendicitis
K37	Digestive system	#00619C	Unspecified appendicitis
K38	Digestive system	#00619C	Other diseases of appendix
K39	Digestive system	#00619C	NA
K40	Digestive system	#00619C	Inguinal hernia
K41	Digestive system	#00619C	Femoral hernia
K42	Digestive system	#00619C	Umbilical hernia
K43	Digestive system	#00619C	Ventral hernia
K44	Digestive system	#00619C	Diaphragmatic hernia
K45	Digestive system	#00619C	Other abdominal hernia
K46	Digestive system	#00619C	Unspecified abdominal hernia
K47	Digestive system	#00619C	NA
K48	Digestive system	#00619C	NA
K49	Digestive system	#00619C	NA
K50	Digestive system	#00619C	Crohn's disease [regional enteritis]
K51	Digestive system	#00619C	Ulcerative colitis
K52	Digestive system	#00619C	Other and unsp noninfective gastroenteritis and colitis
K53	Digestive system	#00619C	NA
K54	Digestive system	#00619C	NA
K55	Digestive system	#00619C	Vascular disorders of intestine
K56	Digestive system	#00619C	Paralytic ileus and intestinal obstruction without hernia
K57	Digestive system	#00619C	Diverticular disease of intestine
K58	Digestive system	#00619C	Irritable bowel syndrome
K59	Digestive system	#00619C	Other functional intestinal disorders
K60	Digestive system	#00619C	Fissure and fistula of anal and rectal regions
K61	Digestive system	#00619C	Abscess of anal and rectal regions
K62	Digestive system	#00619C	Other diseases of anus and rectum
K63	Digestive system	#00619C	Other diseases of intestine
K64	Digestive system	#00619C	Hemorrhoids and perianal venous thrombosis
K65	Digestive system	#00619C	Peritonitis
K66	Digestive system	#00619C	Other disorders of peritoneum
K67	Digestive system	#00619C	Disorders of peritoneum in infectious diseases classd elswhr Disorders of peritoneum in infectious diseases classified elsewhere
K68	Digestive system	#00619C	Disorders of retroperitoneum
K69	Digestive system	#00619C	NA
K70	Digestive system	#00619C	Alcoholic liver disease
K71	Digestive system	#00619C	Toxic liver disease
K72	Digestive system	#00619C	Hepatic failure, not elsewhere classified
K73	Digestive system	#00619C	Chronic hepatitis, not elsewhere classified
K74	Digestive system	#00619C	Fibrosis and cirrhosis of liver
K75	Digestive system	#00619C	Other inflammatory liver diseases
K76	Digestive system	#00619C	Other diseases of liver
K77	Digestive system	#00619C	Liver disorders in diseases classified elsewhere
K78	Digestive system	#00619C	NA
K79	Digestive system	#00619C	NA
K80	Digestive system	#00619C	Cholelithiasis
K81	Digestive system	#00619C	Cholecystitis
K82	Digestive system	#00619C	Other diseases of gallbladder
K83	Digestive system	#00619C	Other diseases of biliary tract
K84	Digestive system	#00619C	NA
K85	Digestive system	#00619C	Acute pancreatitis
K86	Digestive system	#00619C	Other diseases of pancreas
K87	Digestive system	#00619C	Disord of GB, biliary trac and pancreas in dis classd elswhr Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere
K88	Digestive system	#00619C	NA
K89	Digestive system	#00619C	NA
K90	Digestive system	#00619C	Intestinal malabsorption
K91	Digestive system	#00619C	Intraop and postproc comp and disorders of dgstv sys, NEC
K92	Digestive system	#00619C	Other diseases of digestive system
K93	Digestive system	#00619C	NA
L00	Skin and subcutaneous tissue	#0065A9	Staphylococcal scalded skin syndrome
L01	Skin and subcutaneous tissue	#0065A9	Impetigo
L02	Skin and subcutaneous tissue	#0065A9	Cutaneous abscess, furuncle and carbuncle
L03	Skin and subcutaneous tissue	#0065A9	Cellulitis and acute lymphangitis
L04	Skin and subcutaneous tissue	#0065A9	Acute lymphadenitis
L05	Skin and subcutaneous tissue	#0065A9	Pilonidal cyst and sinus
L06	Skin and subcutaneous tissue	#0065A9	NA
L07	Skin and subcutaneous tissue	#0065A9	NA
L08	Skin and subcutaneous tissue	#0065A9	Other local infections of skin and subcutaneous tissue
L09	Skin and subcutaneous tissue	#0065A9	NA
L10	Skin and subcutaneous tissue	#0065A9	Pemphigus
L11	Skin and subcutaneous tissue	#0065A9	Other acantholytic disorders
L12	Skin and subcutaneous tissue	#0065A9	Pemphigoid
L13	Skin and subcutaneous tissue	#0065A9	Other bullous disorders
L14	Skin and subcutaneous tissue	#0065A9	Bullous disorders in diseases classified elsewhere
L15	Skin and subcutaneous tissue	#0065A9	NA
L16	Skin and subcutaneous tissue	#0065A9	NA
L17	Skin and subcutaneous tissue	#0065A9	NA
L18	Skin and subcutaneous tissue	#0065A9	NA
L19	Skin and subcutaneous tissue	#0065A9	NA
L20	Skin and subcutaneous tissue	#0065A9	Atopic dermatitis
L21	Skin and subcutaneous tissue	#0065A9	Seborrheic dermatitis
L22	Skin and subcutaneous tissue	#0065A9	Diaper dermatitis
L23	Skin and subcutaneous tissue	#0065A9	Allergic contact dermatitis
L24	Skin and subcutaneous tissue	#0065A9	Irritant contact dermatitis
L25	Skin and subcutaneous tissue	#0065A9	Unspecified contact dermatitis
L26	Skin and subcutaneous tissue	#0065A9	Exfoliative dermatitis
L27	Skin and subcutaneous tissue	#0065A9	Dermatitis due to substances taken internally
L28	Skin and subcutaneous tissue	#0065A9	Lichen simplex chronicus and prurigo
L29	Skin and subcutaneous tissue	#0065A9	Pruritus
L30	Skin and subcutaneous tissue	#0065A9	Other and unspecified dermatitis
L31	Skin and subcutaneous tissue	#0065A9	NA
L32	Skin and subcutaneous tissue	#0065A9	NA
L33	Skin and subcutaneous tissue	#0065A9	NA
L34	Skin and subcutaneous tissue	#0065A9	NA
L35	Skin and subcutaneous tissue	#0065A9	NA
L36	Skin and subcutaneous tissue	#0065A9	NA
L37	Skin and subcutaneous tissue	#0065A9	NA
L38	Skin and subcutaneous tissue	#0065A9	NA
L39	Skin and subcutaneous tissue	#0065A9	NA
L40	Skin and subcutaneous tissue	#0065A9	Psoriasis
L41	Skin and subcutaneous tissue	#0065A9	Parapsoriasis
L42	Skin and subcutaneous tissue	#0065A9	Pityriasis rosea
L43	Skin and subcutaneous tissue	#0065A9	Lichen planus
L44	Skin and subcutaneous tissue	#0065A9	Other papulosquamous disorders
L45	Skin and subcutaneous tissue	#0065A9	Papulosquamous disorders in diseases classified elsewhere
L46	Skin and subcutaneous tissue	#0065A9	NA
L47	Skin and subcutaneous tissue	#0065A9	NA
L48	Skin and subcutaneous tissue	#0065A9	NA
L49	Skin and subcutaneous tissue	#0065A9	Exfoliatn due to erythemat cond accord extent body involv
L50	Skin and subcutaneous tissue	#0065A9	Urticaria
L51	Skin and subcutaneous tissue	#0065A9	Erythema multiforme
L52	Skin and subcutaneous tissue	#0065A9	Erythema nodosum
L53	Skin and subcutaneous tissue	#0065A9	Other erythematous conditions
L54	Skin and subcutaneous tissue	#0065A9	Erythema in diseases classified elsewhere
L55	Skin and subcutaneous tissue	#0065A9	Sunburn
L56	Skin and subcutaneous tissue	#0065A9	Other acute skin changes due to ultraviolet radiation
L57	Skin and subcutaneous tissue	#0065A9	Skin changes due to chronic expsr to nonionizing radiation
L58	Skin and subcutaneous tissue	#0065A9	Radiodermatitis
L59	Skin and subcutaneous tissue	#0065A9	Oth disorders of skin, subcu related to radiation
L60	Skin and subcutaneous tissue	#0065A9	Nail disorders
L61	Skin and subcutaneous tissue	#0065A9	NA
L62	Skin and subcutaneous tissue	#0065A9	Nail disorders in diseases classified elsewhere
L63	Skin and subcutaneous tissue	#0065A9	Alopecia areata
L64	Skin and subcutaneous tissue	#0065A9	Androgenic alopecia
L65	Skin and subcutaneous tissue	#0065A9	Other nonscarring hair loss
L66	Skin and subcutaneous tissue	#0065A9	Cicatricial alopecia [scarring hair loss]
L67	Skin and subcutaneous tissue	#0065A9	Hair color and hair shaft abnormalities
L68	Skin and subcutaneous tissue	#0065A9	Hypertrichosis
L69	Skin and subcutaneous tissue	#0065A9	NA
L70	Skin and subcutaneous tissue	#0065A9	Acne
L71	Skin and subcutaneous tissue	#0065A9	Rosacea
L72	Skin and subcutaneous tissue	#0065A9	Follicular cysts of skin and subcutaneous tissue
L73	Skin and subcutaneous tissue	#0065A9	Other follicular disorders
L74	Skin and subcutaneous tissue	#0065A9	Eccrine sweat disorders
L75	Skin and subcutaneous tissue	#0065A9	Apocrine sweat disorders
L76	Skin and subcutaneous tissue	#0065A9	Intraop and postprocedural complications of skin, subcu
L77	Skin and subcutaneous tissue	#0065A9	NA
L78	Skin and subcutaneous tissue	#0065A9	NA
L79	Skin and subcutaneous tissue	#0065A9	NA
L80	Skin and subcutaneous tissue	#0065A9	Vitiligo
L81	Skin and subcutaneous tissue	#0065A9	Other disorders of pigmentation
L82	Skin and subcutaneous tissue	#0065A9	Seborrheic keratosis
L83	Skin and subcutaneous tissue	#0065A9	Acanthosis nigricans
L84	Skin and subcutaneous tissue	#0065A9	Corns and callosities
L85	Skin and subcutaneous tissue	#0065A9	Other epidermal thickening
L86	Skin and subcutaneous tissue	#0065A9	Keratoderma in diseases classified elsewhere
L87	Skin and subcutaneous tissue	#0065A9	Transepidermal elimination disorders
L88	Skin and subcutaneous tissue	#0065A9	Pyoderma gangrenosum
L89	Skin and subcutaneous tissue	#0065A9	Pressure ulcer
L90	Skin and subcutaneous tissue	#0065A9	Atrophic disorders of skin
L91	Skin and subcutaneous tissue	#0065A9	Hypertrophic disorders of skin
L92	Skin and subcutaneous tissue	#0065A9	Granulomatous disorders of skin and subcutaneous tissue
L93	Skin and subcutaneous tissue	#0065A9	Lupus erythematosus
L94	Skin and subcutaneous tissue	#0065A9	Other localized connective tissue disorders
L95	Skin and subcutaneous tissue	#0065A9	Vasculitis limited to skin, not elsewhere classified
L96	Skin and subcutaneous tissue	#0065A9	NA
L97	Skin and subcutaneous tissue	#0065A9	Non-pressure chronic ulcer of lower limb, NEC
L98	Skin and subcutaneous tissue	#0065A9	Oth disorders of skin, subcu, not elsewhere classified
L99	Skin and subcutaneous tissue	#0065A9	Oth disorders of skin, subcu in diseases classd elswhr
M00	Musculoskeletal system and connective tissue	#002B54	Pyogenic arthritis
M01	Musculoskeletal system and connective tissue	#002B54	Direct infect of joint in infec/parastc dis classd elswhr
M02	Musculoskeletal system and connective tissue	#002B54	Postinfective and reactive arthropathies
M03	Musculoskeletal system and connective tissue	#002B54	NA
M04	Musculoskeletal system and connective tissue	#002B54	Autoinflammatory syndromes
M05	Musculoskeletal system and connective tissue	#002B54	Rheumatoid arthritis with rheumatoid factor
M06	Musculoskeletal system and connective tissue	#002B54	Other rheumatoid arthritis
M07	Musculoskeletal system and connective tissue	#002B54	Enteropathic arthropathies
M08	Musculoskeletal system and connective tissue	#002B54	Juvenile arthritis
M09	Musculoskeletal system and connective tissue	#002B54	NA
M10	Musculoskeletal system and connective tissue	#002B54	Gout
M11	Musculoskeletal system and connective tissue	#002B54	Other crystal arthropathies
M12	Musculoskeletal system and connective tissue	#002B54	Other and unspecified arthropathy
M13	Musculoskeletal system and connective tissue	#002B54	Other arthritis
M14	Musculoskeletal system and connective tissue	#002B54	Arthropathies in other diseases classified elsewhere
M15	Musculoskeletal system and connective tissue	#002B54	Polyosteoarthritis
M16	Musculoskeletal system and connective tissue	#002B54	Osteoarthritis of hip
M17	Musculoskeletal system and connective tissue	#002B54	Osteoarthritis of knee
M18	Musculoskeletal system and connective tissue	#002B54	Osteoarthritis of first carpometacarpal joint
M19	Musculoskeletal system and connective tissue	#002B54	Other and unspecified osteoarthritis
M20	Musculoskeletal system and connective tissue	#002B54	Acquired deformities of fingers and toes
M21	Musculoskeletal system and connective tissue	#002B54	Other acquired deformities of limbs
M22	Musculoskeletal system and connective tissue	#002B54	Disorder of patella
M23	Musculoskeletal system and connective tissue	#002B54	Internal derangement of knee
M24	Musculoskeletal system and connective tissue	#002B54	Other specific joint derangements
M25	Musculoskeletal system and connective tissue	#002B54	Other joint disorder, not elsewhere classified
M26	Musculoskeletal system and connective tissue	#002B54	Dentofacial anomalies [including malocclusion]
M27	Musculoskeletal system and connective tissue	#002B54	Other diseases of jaws
M28	Musculoskeletal system and connective tissue	#002B54	NA
M29	Musculoskeletal system and connective tissue	#002B54	NA
M30	Musculoskeletal system and connective tissue	#002B54	Polyarteritis nodosa and related conditions
M31	Musculoskeletal system and connective tissue	#002B54	Other necrotizing vasculopathies
M32	Musculoskeletal system and connective tissue	#002B54	Systemic lupus erythematosus (SLE)
M33	Musculoskeletal system and connective tissue	#002B54	Dermatopolymyositis
M34	Musculoskeletal system and connective tissue	#002B54	Systemic sclerosis [scleroderma]
M35	Musculoskeletal system and connective tissue	#002B54	Other systemic involvement of connective tissue
M36	Musculoskeletal system and connective tissue	#002B54	Systemic disorders of conn tiss in diseases classd elswhr
M37	Musculoskeletal system and connective tissue	#002B54	NA
M38	Musculoskeletal system and connective tissue	#002B54	NA
M39	Musculoskeletal system and connective tissue	#002B54	NA
M40	Musculoskeletal system and connective tissue	#002B54	Kyphosis and lordosis
M41	Musculoskeletal system and connective tissue	#002B54	Scoliosis
M42	Musculoskeletal system and connective tissue	#002B54	Spinal osteochondrosis
M43	Musculoskeletal system and connective tissue	#002B54	Other deforming dorsopathies
M44	Musculoskeletal system and connective tissue	#002B54	NA
M45	Musculoskeletal system and connective tissue	#002B54	Ankylosing spondylitis
M46	Musculoskeletal system and connective tissue	#002B54	Other inflammatory spondylopathies
M47	Musculoskeletal system and connective tissue	#002B54	Spondylosis
M48	Musculoskeletal system and connective tissue	#002B54	Other spondylopathies
M49	Musculoskeletal system and connective tissue	#002B54	Spondylopathies in diseases classified elsewhere
M50	Musculoskeletal system and connective tissue	#002B54	Cervical disc disorders
M51	Musculoskeletal system and connective tissue	#002B54	Thoracic, thoracolum, and lumbosacral intvrt disc disorders
M52	Musculoskeletal system and connective tissue	#002B54	NA
M53	Musculoskeletal system and connective tissue	#002B54	Other and unspecified dorsopathies, not elsewhere classified Other and unspecified dorsopathies, not elsewhere classified
M54	Musculoskeletal system and connective tissue	#002B54	Dorsalgia
M55	Musculoskeletal system and connective tissue	#002B54	NA
M56	Musculoskeletal system and connective tissue	#002B54	NA
M57	Musculoskeletal system and connective tissue	#002B54	NA
M58	Musculoskeletal system and connective tissue	#002B54	NA
M59	Musculoskeletal system and connective tissue	#002B54	NA
M60	Musculoskeletal system and connective tissue	#002B54	Myositis
M61	Musculoskeletal system and connective tissue	#002B54	Calcification and ossification of muscle
M62	Musculoskeletal system and connective tissue	#002B54	Other disorders of muscle
M63	Musculoskeletal system and connective tissue	#002B54	Disorders of muscle in diseases classified elsewhere
M64	Musculoskeletal system and connective tissue	#002B54	NA
M65	Musculoskeletal system and connective tissue	#002B54	Synovitis and tenosynovitis
M66	Musculoskeletal system and connective tissue	#002B54	Spontaneous rupture of synovium and tendon
M67	Musculoskeletal system and connective tissue	#002B54	Other disorders of synovium and tendon
M68	Musculoskeletal system and connective tissue	#002B54	NA
M69	Musculoskeletal system and connective tissue	#002B54	NA
M70	Musculoskeletal system and connective tissue	#002B54	Soft tissue disorders related to use, overuse and pressure
M71	Musculoskeletal system and connective tissue	#002B54	Other bursopathies
M72	Musculoskeletal system and connective tissue	#002B54	Fibroblastic disorders
M73	Musculoskeletal system and connective tissue	#002B54	NA
M74	Musculoskeletal system and connective tissue	#002B54	NA
M75	Musculoskeletal system and connective tissue	#002B54	Shoulder lesions
M76	Musculoskeletal system and connective tissue	#002B54	Enthesopathies, lower limb, excluding foot
M77	Musculoskeletal system and connective tissue	#002B54	Other enthesopathies
M78	Musculoskeletal system and connective tissue	#002B54	NA
M79	Musculoskeletal system and connective tissue	#002B54	Oth and unsp soft tissue disorders, not elsewhere classified Other and unspecified soft tissue disorders, not elsewhere classified
M80	Musculoskeletal system and connective tissue	#002B54	Osteoporosis with current pathological fracture
M81	Musculoskeletal system and connective tissue	#002B54	Osteoporosis without current pathological fracture
M82	Musculoskeletal system and connective tissue	#002B54	NA
M83	Musculoskeletal system and connective tissue	#002B54	Adult osteomalacia
M84	Musculoskeletal system and connective tissue	#002B54	Disorder of continuity of bone
M85	Musculoskeletal system and connective tissue	#002B54	Other disorders of bone density and structure
M86	Musculoskeletal system and connective tissue	#002B54	Osteomyelitis
M87	Musculoskeletal system and connective tissue	#002B54	Osteonecrosis
M88	Musculoskeletal system and connective tissue	#002B54	Osteitis deformans [Paget's disease of bone]
M89	Musculoskeletal system and connective tissue	#002B54	Other disorders of bone
M90	Musculoskeletal system and connective tissue	#002B54	Osteopathies in diseases classified elsewhere
M91	Musculoskeletal system and connective tissue	#002B54	Juvenile osteochondrosis of hip and pelvis
M92	Musculoskeletal system and connective tissue	#002B54	Other juvenile osteochondrosis
M93	Musculoskeletal system and connective tissue	#002B54	Other osteochondropathies
M94	Musculoskeletal system and connective tissue	#002B54	Other disorders of cartilage
M95	Musculoskeletal system and connective tissue	#002B54	Oth acquired deformities of ms sys and connective tissue
M96	Musculoskeletal system and connective tissue	#002B54	Intraop and postproc comp and disorders of ms sys, NEC
M97	Musculoskeletal system and connective tissue	#002B54	Periprosthetic fracture around internal prosthetic joint
M98	Musculoskeletal system and connective tissue	#002B54	NA
M99	Musculoskeletal system and connective tissue	#002B54	Biomechanical lesions, not elsewhere classified
N00	Genitourinary system	#985396	Acute nephritic syndrome
N01	Genitourinary system	#985396	Rapidly progressive nephritic syndrome
N02	Genitourinary system	#985396	Recurrent and persistent hematuria
N03	Genitourinary system	#985396	Chronic nephritic syndrome
N04	Genitourinary system	#985396	Nephrotic syndrome
N05	Genitourinary system	#985396	Unspecified nephritic syndrome
N06	Genitourinary system	#985396	Isolated proteinuria with specified morphological lesion
N07	Genitourinary system	#985396	Hereditary nephropathy, not elsewhere classified
N08	Genitourinary system	#985396	Glomerular disorders in diseases classified elsewhere
N09	Genitourinary system	#985396	NA
N10	Genitourinary system	#985396	Acute pyelonephritis
N11	Genitourinary system	#985396	Chronic tubulo-interstitial nephritis
N12	Genitourinary system	#985396	Tubulo-interstitial nephritis, not spcf as acute or chronic
N13	Genitourinary system	#985396	Obstructive and reflux uropathy
N14	Genitourinary system	#985396	Drug- & heavy-metal-induced tubulo-interstitial & tublr cond Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
N15	Genitourinary system	#985396	Other renal tubulo-interstitial diseases
N16	Genitourinary system	#985396	Renal tubulo-interstitial disord in diseases classd elswhr
N17	Genitourinary system	#985396	Acute kidney failure
N18	Genitourinary system	#985396	Chronic kidney disease (CKD)
N19	Genitourinary system	#985396	Unspecified kidney failure
N20	Genitourinary system	#985396	Calculus of kidney and ureter
N21	Genitourinary system	#985396	Calculus of lower urinary tract
N22	Genitourinary system	#985396	Calculus of urinary tract in diseases classified elsewhere
N23	Genitourinary system	#985396	Unspecified renal colic
N24	Genitourinary system	#985396	NA
N25	Genitourinary system	#985396	Disorders resulting from impaired renal tubular function
N26	Genitourinary system	#985396	Unspecified contracted kidney
N27	Genitourinary system	#985396	Small kidney of unknown cause
N28	Genitourinary system	#985396	Oth disorders of kidney and ureter, not elsewhere classified Other disorders of kidney and ureter, not elsewhere classified
N29	Genitourinary system	#985396	Oth disorders of kidney and ureter in diseases classd elswhr Other disorders of kidney and ureter in diseases classified elsewhere
N30	Genitourinary system	#985396	Cystitis
N31	Genitourinary system	#985396	Neuromuscular dysfunction of bladder, NEC
N32	Genitourinary system	#985396	Other disorders of bladder
N33	Genitourinary system	#985396	Bladder disorders in diseases classified elsewhere
N34	Genitourinary system	#985396	Urethritis and urethral syndrome
